enst	csq	n_pos	n_obs	mu
ENST00000167106	nonsense	113	3.0	3.476221238938053e-09
ENST00000167106	synonymous	783	129.0	7.054199233716475e-09
ENST00000167586	missense	3105	372.0	6.511811272141707e-09
ENST00000167586	nonsense	146	14.0	3.542945205479452e-09
ENST00000167586	synonymous	988	178.0	8.888885627530365e-09
ENST00000167588	missense	2795	321.0	4.6693978533094816e-09
ENST00000167588	nonsense	165	16.0	4.014709090909091e-09
ENST00000167588	synonymous	847	121.0	6.225390791027154e-09
ENST00000168148	missense	1403	148.0	4.871654312188168e-09
ENST00000168148	nonsense	89	7.0	2.9209662921348315e-09
ENST00000168148	synonymous	398	73.0	7.148030150753769e-09
ENST00000168216	missense	1668	42.0	5.201580935251799e-09
ENST00000168216	nonsense	65	0.0	6.7833076923076925e-09
ENST00000168216	synonymous	607	54.0	5.543242174629325e-09
ENST00000168712	missense	1309	165.0	4.889374331550802e-09
ENST00000168712	nonsense	53	4.0	5.464358490566038e-09
ENST00000168712	synonymous	483	98.0	7.477855072463769e-09
ENST00000168977	missense	1509	194.0	6.5848787276341944e-09
ENST00000168977	nonsense	81	10.0	5.2482962962962966e-09
ENST00000168977	synonymous	471	94.0	1.0825458598726114e-08
ENST00000169298	missense	2703	262.0	4.4379774324824264e-09
ENST00000169298	nonsense	161	10.0	3.211726708074534e-09
ENST00000169298	synonymous	781	114.0	6.3975531370038414e-09
ENST00000169551	missense	1593	179.0	4.565949780288763e-09
ENST00000169551	nonsense	121	9.0	4.399099173553719e-09
ENST00000169551	synonymous	509	66.0	6.043764243614931e-09
ENST00000170150	missense	2926	327.0	5.604087833219412e-09
ENST00000170150	nonsense	85	7.0	4.896305882352942e-09
ENST00000170150	synonymous	1102	190.0	7.651530852994554e-09
ENST00000170168	missense	7855	1124.0	7.628860980267345e-09
ENST00000170168	nonsense	360	14.0	4.618447222222223e-09
ENST00000170168	synonymous	2765	598.0	1.1338179746835442e-08
ENST00000170447	missense	2782	321.0	5.1268943206326386e-09
ENST00000170447	nonsense	168	10.0	4.350589285714286e-09
ENST00000170447	synonymous	785	133.0	7.621294267515923e-09
ENST00000170564	missense	6090	606.0	4.882270935960591e-09
ENST00000170564	nonsense	407	22.0	5.684859950859951e-09
ENST00000170564	synonymous	1873	249.0	7.394566470902295e-09
ENST00000171111	missense	4110	329.0	5.802455717761557e-09
ENST00000171111	nonsense	208	11.0	7.30075e-09
ENST00000171111	synonymous	1289	220.0	8.72821024049651e-09
ENST00000171757	missense	2265	148.0	4.143795584988963e-09
ENST00000171757	nonsense	119	2.0	3.4631932773109244e-09
ENST00000171757	synonymous	658	79.0	4.799121580547112e-09
ENST00000172229	missense	2769	302.0	5.904916576381365e-09
ENST00000172229	nonsense	133	12.0	5.9191503759398495e-09
ENST00000172229	synonymous	932	161.0	8.923269313304722e-09
ENST00000173229	missense	3994	414.0	5.361806960440661e-09
ENST00000173229	nonsense	203	3.0	3.9339162561576355e-09
ENST00000173229	synonymous	1230	239.0	8.020845528455284e-09
ENST00000173527	missense	1916	211.0	4.7021576200417536e-09
ENST00000173527	nonsense	104	8.0	5.290163461538462e-09
ENST00000173527	synonymous	653	107.0	6.616255742725881e-09
ENST00000173898	missense	9470	626.0	4.293280042238648e-09
ENST00000173898	nonsense	298	16.0	4.635489932885906e-09
ENST00000173898	synonymous	3102	283.0	5.507338168923275e-09
ENST00000174618	missense	3711	455.0	5.940104284559418e-09
ENST00000174618	nonsense	135	3.0	4.654325925925926e-09
ENST00000174618	synonymous	1383	280.0	8.559122921185828e-09
ENST00000175091	missense	1531	156.0	4.239346832135859e-09
ENST00000175091	nonsense	89	4.0	5.272303370786517e-09
ENST00000175091	synonymous	468	60.0	6.193170940170941e-09
ENST00000175238	missense	5030	574.0	3.943978330019881e-09
ENST00000175238	nonsense	353	28.0	3.2378640226628895e-09
ENST00000175238	synonymous	1394	199.0	5.816439024390244e-09
ENST00000175756	missense	2978	384.0	5.7320258562793824e-09
ENST00000175756	nonsense	137	22.0	6.137226277372263e-09
ENST00000175756	synonymous	1016	164.0	7.672492125984252e-09
ENST00000176183	missense	2646	630.0	5.217126984126984e-09
ENST00000176183	nonsense	72	11.0	5.098e-09
ENST00000176183	synonymous	1044	331.0	6.921305555555555e-09
ENST00000176195	missense	747	138.0	6.028041499330656e-09
ENST00000176195	nonsense	30	10.0	6.005033333333334e-09
ENST00000176195	synonymous	303	63.0	7.422762376237623e-09
ENST00000176643	missense	3184	306.0	4.50896608040201e-09
ENST00000176643	nonsense	180	7.0	3.5218222222222225e-09
ENST00000176643	synonymous	992	128.0	5.907407258064516e-09
ENST00000176763	missense	6454	682.0	5.836722187790517e-09
ENST00000176763	nonsense	367	22.0	5.480534059945504e-09
ENST00000176763	synonymous	1882	307.0	8.582963868225293e-09
ENST00000177694	missense	3476	360.0	5.425369390103567e-09
ENST00000177694	nonsense	181	5.0	4.995022099447514e-09
ENST00000177694	synonymous	1149	194.0	7.4321818973020024e-09
ENST00000178638	missense	2315	252.0	5.090051403887689e-09
ENST00000178638	nonsense	118	9.0	4.326711864406779e-09
ENST00000178638	synonymous	744	118.0	8.703159946236559e-09
ENST00000178640	missense	2931	242.0	4.460537700443534e-09
ENST00000178640	nonsense	184	8.0	4.713005434782609e-09
ENST00000178640	synonymous	908	112.0	6.2745770925110136e-09
ENST00000179259	missense	1782	134.0	4.271540404040404e-09
ENST00000179259	nonsense	102	2.0	2.5035392156862747e-09
ENST00000179259	synonymous	537	60.0	5.8995176908752325e-09
ENST00000180166	missense	1359	235.0	4.285371596762325e-09
ENST00000180166	nonsense	75	4.0	2.805173333333333e-09
ENST00000180166	synonymous	456	98.0	5.906756578947368e-09
ENST00000180173	missense	4400	616.0	4.834491818181818e-09
ENST00000180173	nonsense	269	33.0	5.314078066914498e-09
ENST00000180173	synonymous	1262	261.0	6.6372424722662434e-09
ENST00000181383	missense	2784	224.0	4.049029454022989e-09
ENST00000181383	nonsense	190	13.0	4.965536842105263e-09
ENST00000181383	synonymous	824	121.0	5.853325242718446e-09
ENST00000181796	missense	2029	264.0	4.305019714144899e-09
ENST00000181796	nonsense	126	10.0	4.649420634920635e-09
ENST00000181796	synonymous	590	105.0	6.405118644067796e-09
ENST00000181839	missense	9791	999.0	4.452155448881626e-09
ENST00000181839	nonsense	582	8.0	5.589453608247423e-09
ENST00000181839	synonymous	3226	553.0	5.513496590204587e-09
ENST00000182290	missense	2057	259.0	6.23156003889159e-09
ENST00000182290	nonsense	96	12.0	7.023291666666667e-09
ENST00000182290	synonymous	718	101.0	8.533192200557104e-09
ENST00000182527	missense	2425	216.0	5.050000412371134e-09
ENST00000182527	nonsense	140	6.0	3.4998785714285717e-09
ENST00000182527	synonymous	756	109.0	6.940337301587302e-09
ENST00000183605	missense	1700	160.0	5.250200588235294e-09
ENST00000183605	nonsense	74	6.0	5.420297297297298e-09
ENST00000183605	synonymous	566	83.0	7.733798586572439e-09
ENST00000184266	missense	818	106.0	4.107083129584352e-09
ENST00000184266	nonsense	60	6.0	4.682533333333333e-09
ENST00000184266	synonymous	274	44.0	4.84970802919708e-09
ENST00000184956	missense	7655	770.0	4.262151926845199e-09
ENST00000184956	nonsense	479	39.0	4.831363256784969e-09
ENST00000184956	synonymous	2486	321.0	5.627713596138375e-09
ENST00000185150	missense	3170	310.0	3.872897791798107e-09
ENST00000185150	nonsense	225	14.0	3.4962222222222225e-09
ENST00000185150	synonymous	943	133.0	5.297242841993638e-09
ENST00000186436	missense	12330	1157.0	4.391007623682076e-09
ENST00000186436	nonsense	714	10.0	4.541889355742297e-09
ENST00000186436	synonymous	3894	499.0	6.247689008731381e-09
ENST00000187762	missense	1963	178.0	5.546636780438105e-09
ENST00000187762	nonsense	90	7.0	6.033744444444444e-09
ENST00000187762	synonymous	629	99.0	9.082906200317966e-09
ENST00000187910	missense	2736	557.0	4.830452850877193e-09
ENST00000187910	nonsense	177	26.0	5.509435028248587e-09
ENST00000187910	synonymous	894	221.0	6.024184563758389e-09
ENST00000188312	missense	2645	173.0	3.882525897920605e-09
ENST00000188312	nonsense	181	17.0	3.745723756906077e-09
ENST00000188312	synonymous	729	78.0	4.845543209876543e-09
ENST00000188790	missense	5000	464.0	3.9888406e-09
ENST00000188790	nonsense	393	27.0	3.767025445292621e-09
ENST00000188790	synonymous	1438	208.0	5.775696105702364e-09
ENST00000190165	missense	3042	498.0	5.157949375410913e-09
ENST00000190165	nonsense	154	18.0	5.824532467532468e-09
ENST00000190165	synonymous	1043	232.0	8.212300095877278e-09
ENST00000190611	missense	6200	540.0	4.357739032258064e-09
ENST00000190611	nonsense	394	18.0	5.386682741116751e-09
ENST00000190611	synonymous	1803	232.0	5.613535773710482e-09
ENST00000190983	missense	1586	227.0	6.1120460277427495e-09
ENST00000190983	nonsense	80	13.0	7.0663875e-09
ENST00000190983	synonymous	575	91.0	6.8566799999999995e-09
ENST00000192314	missense	2560	395.0	5.162233203125e-09
ENST00000192314	nonsense	106	13.0	4.479047169811321e-09
ENST00000192314	synonymous	907	180.0	7.610489525909592e-09
ENST00000192788	missense	9469	894.0	4.300385362762699e-09
ENST00000192788	nonsense	512	29.0	5.1767050781249995e-09
ENST00000192788	synonymous	2970	359.0	4.976915824915825e-09
ENST00000193322	missense	2187	206.0	3.929163237311385e-09
ENST00000193322	nonsense	121	9.0	4.710933884297521e-09
ENST00000193322	synonymous	689	99.0	4.982523947750363e-09
ENST00000193391	missense	8185	787.0	3.821017715332926e-09
ENST00000193391	nonsense	520	28.0	3.6851269230769233e-09
ENST00000193391	synonymous	2455	300.0	5.143269246435845e-09
ENST00000194130	missense	3868	398.0	4.15517373319545e-09
ENST00000194130	nonsense	226	22.0	4.297296460176991e-09
ENST00000194130	synonymous	1252	169.0	5.27330750798722e-09
ENST00000194152	missense	5151	649.0	3.9454896136672485e-09
ENST00000194152	nonsense	234	20.0	3.6897393162393164e-09
ENST00000194152	synonymous	1761	293.0	5.516149914821124e-09
ENST00000194155	missense	5182	590.0	3.949935160169819e-09
ENST00000194155	nonsense	231	22.0	3.525805194805195e-09
ENST00000194155	synonymous	1760	282.0	5.729786931818182e-09
ENST00000194214	missense	960	74.0	3.7057604166666665e-09
ENST00000194214	nonsense	55	4.0	2.849690909090909e-09
ENST00000194214	synonymous	272	32.0	6.0937536764705885e-09
ENST00000194530	missense	2730	219.0	3.763874358974359e-09
ENST00000194530	nonsense	183	6.0	3.51120218579235e-09
ENST00000194530	synonymous	840	95.0	4.662313095238095e-09
ENST00000196061	missense	4784	557.0	6.437515677257526e-09
ENST00000196061	nonsense	241	20.0	5.4862987551867214e-09
ENST00000196061	synonymous	1509	279.0	9.505630881378397e-09
ENST00000196371	missense	3401	238.0	4.529281387827109e-09
ENST00000196371	nonsense	188	4.0	5.188005319148936e-09
ENST00000196371	synonymous	1082	117.0	5.391620147874307e-09
ENST00000196482	missense	3579	531.0	6.047897736797988e-09
ENST00000196482	nonsense	170	14.0	5.9058058823529415e-09
ENST00000196482	synonymous	1219	323.0	8.256168170631666e-09
ENST00000196489	missense	3972	365.0	4.055628147029205e-09
ENST00000196489	nonsense	257	15.0	4.1152918287937745e-09
ENST00000196489	synonymous	1108	161.0	6.2279738267148016e-09
ENST00000196551	missense	1335	76.0	7.046063670411985e-09
ENST00000196551	nonsense	57	0.0	5.562e-09
ENST00000196551	synonymous	435	80.0	7.677416091954023e-09
ENST00000197268	missense	3997	401.0	4.897257443082312e-09
ENST00000197268	nonsense	197	12.0	6.331827411167514e-09
ENST00000197268	synonymous	1395	194.0	6.503545519713262e-09
ENST00000198536	missense	1948	179.0	4.9369337782340866e-09
ENST00000198536	nonsense	102	11.0	6.02306862745098e-09
ENST00000198536	synonymous	668	98.0	6.0422964071856284e-09
ENST00000198767	missense	4326	521.0	4.353488441978733e-09
ENST00000198767	nonsense	244	13.0	4.163e-09
ENST00000198767	synonymous	1280	220.0	6.226021093749999e-09
ENST00000198801	missense	2175	267.0	5.746035862068966e-09
ENST00000198801	nonsense	109	11.0	5.646990825688074e-09
ENST00000198801	synonymous	713	115.0	7.3830154277699865e-09
ENST00000199280	missense	1717	197.0	5.920470005824111e-09
ENST00000199280	nonsense	55	6.0	6.857690909090909e-09
ENST00000199280	synonymous	658	112.0	8.230925531914893e-09
ENST00000199320	missense	2059	210.0	4.067367654201069e-09
ENST00000199320	nonsense	103	7.0	4.422718446601942e-09
ENST00000199320	synonymous	646	74.0	4.578072755417957e-09
ENST00000199389	missense	4119	428.0	4.585187181354698e-09
ENST00000199389	nonsense	270	27.0	4.3649518518518515e-09
ENST00000199389	synonymous	1272	197.0	6.790125e-09
ENST00000199447	missense	3930	382.0	3.7865569974554705e-09
ENST00000199447	nonsense	284	27.0	5.7659471830985915e-09
ENST00000199447	synonymous	1069	155.0	5.973869036482694e-09
ENST00000199448	missense	1456	199.0	4.38995260989011e-09
ENST00000199448	nonsense	97	14.0	4.175092783505155e-09
ENST00000199448	synonymous	454	84.0	6.831535242290749e-09
ENST00000199706	missense	1654	262.0	5.051207376058041e-09
ENST00000199706	nonsense	108	18.0	5.387648148148148e-09
ENST00000199706	synonymous	533	149.0	7.339945590994371e-09
ENST00000199708	missense	895	123.0	4.1689832402234634e-09
ENST00000199708	nonsense	34	7.0	4.0732941176470585e-09
ENST00000199708	synonymous	340	67.0	6.4328117647058824e-09
ENST00000199764	missense	2224	259.0	4.8752958633093524e-09
ENST00000199764	nonsense	109	7.0	4.513064220183487e-09
ENST00000199764	synonymous	754	125.0	7.175151193633952e-09
ENST00000199814	missense	2745	157.0	4.759425136612022e-09
ENST00000199814	nonsense	160	0.0	3.4610437500000002e-09
ENST00000199814	synonymous	866	88.0	4.741512702078522e-09
ENST00000199936	missense	2513	362.0	4.469238360525269e-09
ENST00000199936	nonsense	162	23.0	3.6983395061728396e-09
ENST00000199936	synonymous	799	162.0	7.0041063829787234e-09
ENST00000200135	missense	5152	475.0	4.001317546583851e-09
ENST00000200135	nonsense	339	13.0	2.692389380530973e-09
ENST00000200135	synonymous	1511	166.0	5.360454665784249e-09
ENST00000200181	missense	11917	1403.0	6.8936237308047325e-09
ENST00000200181	nonsense	539	47.0	4.862133580705009e-09
ENST00000200181	synonymous	3933	682.0	9.972178489702517e-09
ENST00000200453	missense	4334	514.0	4.997896400553761e-09
ENST00000200453	nonsense	278	29.0	5.116e-09
ENST00000200453	synonymous	1445	200.0	5.89046643598616e-09
ENST00000200457	missense	3044	402.0	6.472951051248358e-09
ENST00000200457	nonsense	149	12.0	6.361436241610738e-09
ENST00000200457	synonymous	1082	157.0	9.400996303142328e-09
ENST00000200557	missense	5005	461.0	5.575915484515484e-09
ENST00000200557	nonsense	246	12.0	5.301247967479674e-09
ENST00000200557	synonymous	1661	243.0	7.650112582781457e-09
ENST00000200639	missense	2689	166.0	3.835825213834139e-09
ENST00000200639	nonsense	142	0.0	3.4815e-09
ENST00000200639	synonymous	850	63.0	4.890112941176471e-09
ENST00000200652	missense	3577	337.0	4.4464621190942136e-09
ENST00000200652	nonsense	169	12.0	4.9944082840236684e-09
ENST00000200652	synonymous	1204	142.0	6.009525747508305e-09
ENST00000200676	missense	3256	335.0	4.714558968058968e-09
ENST00000200676	nonsense	142	16.0	6.438774647887324e-09
ENST00000200676	synonymous	1030	161.0	7.539985436893205e-09
ENST00000200691	missense	447	43.0	3.931615212527964e-09
ENST00000200691	nonsense	39	4.0	2.834641025641026e-09
ENST00000200691	synonymous	117	19.0	6.935777777777778e-09
ENST00000201031	missense	2922	253.0	4.6045396988364135e-09
ENST00000201031	nonsense	151	3.0	4.762854304635762e-09
ENST00000201031	synonymous	968	168.0	6.973172520661157e-09
ENST00000201586	missense	2419	303.0	6.540092186854072e-09
ENST00000201586	nonsense	124	4.0	4.678693548387096e-09
ENST00000201586	synonymous	733	120.0	1.001956343792633e-08
ENST00000201647	missense	4635	654.0	4.937478748651564e-09
ENST00000201647	nonsense	228	33.0	5.236684210526316e-09
ENST00000201647	synonymous	1635	315.0	6.782359633027523e-09
ENST00000201979	missense	1899	250.0	5.6665550289626124e-09
ENST00000201979	nonsense	86	10.0	7.491697674418606e-09
ENST00000201979	synonymous	688	95.0	5.976011627906977e-09
ENST00000202017	missense	879	85.0	4.0586632536973835e-09
ENST00000202017	nonsense	50	2.0	3.82918e-09
ENST00000202017	synonymous	259	36.0	5.526509652509653e-09
ENST00000202556	missense	7101	772.0	5.7959860583016474e-09
ENST00000202556	nonsense	401	13.0	5.617516209476309e-09
ENST00000202556	synonymous	2299	345.0	8.756243149195304e-09
ENST00000202625	missense	4627	577.0	6.033325913118651e-09
ENST00000202625	nonsense	229	28.0	5.742152838427948e-09
ENST00000202625	synonymous	1489	247.0	8.937271323035593e-09
ENST00000202677	missense	12324	1242.0	4.416808503732554e-09
ENST00000202677	nonsense	756	47.0	5.5448518518518515e-09
ENST00000202677	synonymous	3768	528.0	6.206317940552017e-09
ENST00000202773	missense	1861	193.0	4.9384422353573345e-09
ENST00000202773	nonsense	125	0.0	6.7382960000000006e-09
ENST00000202773	synonymous	597	83.0	6.281157453936348e-09
ENST00000202917	missense	2627	306.0	4.890587742672249e-09
ENST00000202917	nonsense	165	12.0	5.2433575757575755e-09
ENST00000202917	synonymous	799	106.0	7.261170212765957e-09
ENST00000202967	missense	2039	214.0	5.915641981363414e-09
ENST00000202967	nonsense	115	8.0	3.4228347826086957e-09
ENST00000202967	synonymous	663	99.0	7.308776772247361e-09
ENST00000203001	missense	3276	312.0	4.173050671550671e-09
ENST00000203001	nonsense	212	11.0	5.328537735849057e-09
ENST00000203001	synonymous	976	132.0	5.579923155737704e-09
ENST00000203166	missense	4024	435.0	6.2954875745526845e-09
ENST00000203166	nonsense	214	25.0	7.831242990654205e-09
ENST00000203166	synonymous	1450	209.0	6.992889655172414e-09
ENST00000203407	missense	3122	363.0	5.706356502242153e-09
ENST00000203407	nonsense	146	12.0	5.430897260273973e-09
ENST00000203407	synonymous	1043	171.0	6.442687440076702e-09
ENST00000203556	missense	6244	659.0	6.2727112427930805e-09
ENST00000203556	nonsense	293	17.0	5.7993174061433445e-09
ENST00000203556	synonymous	2184	339.0	8.511059523809524e-09
ENST00000203629	missense	3327	441.0	4.6708899909828675e-09
ENST00000203629	nonsense	160	19.0	5.7350874999999995e-09
ENST00000203629	synonymous	1229	179.0	5.4399430431244916e-09
ENST00000203630	missense	1640	182.0	7.1934176829268295e-09
ENST00000203630	nonsense	71	5.0	1.0054760563380282e-08
ENST00000203630	synonymous	512	69.0	6.5007539062500004e-09
ENST00000203664	missense	1564	165.0	5.381542838874681e-09
ENST00000203664	nonsense	75	6.0	4.237786666666666e-09
ENST00000203664	synonymous	458	77.0	9.738301310043668e-09
ENST00000204517	missense	2208	196.0	5.1275031702898554e-09
ENST00000204517	nonsense	117	3.0	4.333948717948718e-09
ENST00000204517	synonymous	708	131.0	7.297580508474577e-09
ENST00000204549	missense	3063	399.0	4.8790649689846556e-09
ENST00000204549	nonsense	157	18.0	5.115299363057325e-09
