enst	hgnc	ensg	non_distal_n_exp	non_distal_n_obs	non_distal_z	non_distal_p	non_long_exon_n_exp	non_long_exon_n_obs	non_long_exon_z	non_long_exon_p	non_nmd_n_exp	non_nmd_n_obs	non_nmd_z	non_nmd_p	pli	loeuf	constrained_region
ENST00000431877	ITPRID2	ENSG00000138434	0.44	0.0	-0.6904617963240026	0.2449519134274109	12.84	6.0	-1.9852153508853363	0.023560258559796	26.85	9.0	-3.594327102870952	0.0001626155162352	5.3472e-07	0.545	nmd
ENST00000392692	ECT2	ENSG00000114346	0.71	1.0	0.3475239572661808	0.6359011382840547	0.0	0.0			26.79	9.0	-3.575835256793276	0.0001745557294315	8.0837e-10	0.657	nmd
ENST00000366835	TMEM63A	ENSG00000196187	0.26	0.0	-0.5521417073640883	0.29042563438929	0.0	0.0			26.18	9.0	-3.544760474895613	0.0001964850070962	1.3865e-12	0.834	nmd
ENST00000366956	PTPN14	ENSG00000152104	2.3	4.0	1.1822776218579096	0.8814522190337057	9.66	4.0	-1.915578249384098	0.0277094001504938	26.26	9.0	-3.5392563623667783	0.0002006279858984	0.22055	0.365	nmd
ENST00000366994	INTS7	ENSG00000143493	5.48	3.0	-1.1270460629930594	0.1298615030267405	0.0	0.0			26.34	9.0	-3.5311522943427653	0.0002068767240523	1.2557e-05	0.55	nmd
ENST00000651528	DEPDC5	ENSG00000100150	4.05	1.0	-1.607511451414036	0.0539711096979868	0.0	0.0			49.0	10.0	-5.8717161515268	2.1565338255599117e-09			nmd
ENST00000369701	SORCS3	ENSG00000156395	0.75	0.0	-0.9014037043133718	0.1836868562877412	1.23	0.0	-1.1930306240497188	0.1164286898544316	39.62	10.0	-4.955071327857335	3.615188019788966e-07	3.7354e-05	0.465	nmd
ENST00000264057	DGKD	ENSG00000077044	0.56	0.0	-0.7693280573894543	0.2208492925475937	0.0	0.0			39.23	10.0	-4.9156619196373965	4.424149099579657e-07	0.072171	0.366	nmd
ENST00000343537	TP53BP2	ENSG00000143514	1.56	0.0	-1.3153884295606135	0.0941896960599024	4.66	1.0	-1.7742734541069325	0.038008964648169	36.2	10.0	-4.587454261692834	2.2434184317279927e-06	0.0025482	0.433	nmd
ENST00000446997	SLC4A10	ENSG00000144290	0.0	0.0			0.0	0.0			36.19	10.0	-4.556393839062837	2.60196607918736e-06	0.13404	0.375	nmd
ENST00000279907	UHRF1BP1L	ENSG00000111647	1.79	1.0	-0.6204481907725987	0.2674813767570114	11.62	7.0	-1.4145424446892612	0.078601347104559	34.7	10.0	-4.378205466051556	5.983025710606363e-06	0.0042502	0.412	nmd
ENST00000332142	KCNH7	ENSG00000184611	2.9	3.0	0.0585827246938764	0.5233577646272044	0.23	0.0	-0.4946567190349907	0.3104212288784861	34.42	10.0	-4.351360232697612	6.764777748011489e-06	0.28183	0.367	nmd
ENST00000644032	MYO1F	ENSG00000142347	2.22	2.0	-0.1568265847643061	0.4376907602411952	0.0	0.0			33.57	10.0	-4.300928564428386	8.504194404692983e-06			nmd
ENST00000379238	UBAP2	ENSG00000137073	2.81	3.0	0.1237950851506083	0.5492612383189699	0.0	0.0			32.63	10.0	-4.1611552183216585	1.5832088580579863e-05	3.4324e-07	0.516	nmd
ENST00000413139	ADAM22	ENSG00000008277	0.89	1.0	0.125968146452724	0.5501214304348032	0.0	0.0			31.77	10.0	-4.027063741563782	2.823886279632632e-05	2.0692e-05	0.994	nmd
ENST00000359865	MTCL1	ENSG00000168502	0.55	0.0	-0.7952804899402152	0.2132251799522252	19.63	14.0	-1.337298146261077	0.0905626679310078	31.32	10.0	-4.019727368196255	2.913276360591083e-05	8.834e-05	0.449	nmd
ENST00000252804	PXDN	ENSG00000130508	2.12	1.0	-0.8036109731067516	0.2108108419215901	11.98	8.0	-1.2331387156070563	0.1087620076023792	31.14	10.0	-3.999020695603425	3.1802559372406174e-05	2.5126e-07	0.523	nmd
ENST00000456909	STK11IP	ENSG00000144589	3.31	2.0	-0.7709348079831595	0.2203727870002036	0.0	0.0			30.39	10.0	-3.897441403269601	4.860716709363428e-05	8.6406e-18	0.816	nmd
ENST00000378486	PLCH2	ENSG00000149527	10.63	10.0	-0.2047255919255714	0.4188932622074339	0.0	0.0			29.8	10.0	-3.838421265014986	6.191395352454716e-05	9.8345e-16	0.807	nmd
ENST00000362091	FBH1	ENSG00000134452	1.51	0.0	-1.2838082738818566	0.0996045239385303	1.94	0.0	-1.4665812930204425	0.0712449959990763	29.38	10.0	-3.755900406406482	8.635968707624386e-05	0.00077652	0.459	nmd
ENST00000372938	CIZ1	ENSG00000148337	1.97	0.0	-1.4799619518655258	0.0694417004406665	6.57	4.0	-1.0821704011564524	0.1395884089880499	28.61	10.0	-3.6969164627782902	0.000109117057615	0.063172	0.4	nmd
ENST00000356792	EDRF1	ENSG00000107938	1.64	1.0	-0.5213953596237804	0.3010456916969839	0.0	0.0			43.17	11.0	-5.1182327029873385	1.542059680799454e-07	0.0043677	0.402	nmd
ENST00000334583	CARMIL2	ENSG00000159753	1.1	1.0	-0.1031055568197168	0.4589395974134329	0.0	0.0			35.75	11.0	-4.384872425647079	5.80268860947978e-06	2.9337e-11	0.552	nmd
ENST00000061240	TLL1	ENSG00000038295	1.57	2.0	0.3517133434162668	0.6374733737089887	0.0	0.0			33.8	11.0	-4.1006756886193285	2.0597277297510315e-05	0.17306	0.37	nmd
ENST00000402738	HERC3	ENSG00000138641	2.88	1.0	-1.160756211755395	0.1228705274892472	0.0	0.0			33.59	11.0	-4.084893539481593	2.204851496366079e-05	0.070143	0.388	nmd
ENST00000251973	CARD10	ENSG00000100065	4.87	4.0	-0.4233165636115401	0.336032155512128	0.0	0.0			32.67	11.0	-4.011696418063533	3.014199518992662e-05	0.0022648	0.449	nmd
ENST00000297267	FNDC1	ENSG00000164694	3.6	3.0	-0.3372765874203732	0.3679542036556676	19.41	8.0	-2.7342568360460984	0.0031260627765699	32.58	11.0	-3.965242695896203	3.666065343552756e-05	4.7841e-12	0.589	nmd
ENST00000262415	DHX8	ENSG00000067596	4.05	0.0	-2.125669808146391	0.0167653812729938	0.0	0.0			31.82	11.0	-3.858120716297064	5.713110644694058e-05	9.1546e-07	0.495	nmd
ENST00000261183	OSBPL8	ENSG00000091039	2.31	0.0	-1.6016711347043513	0.0546141757227828	0.0	0.0			31.81	11.0	-3.854035231621911	5.8093432541211664e-05	0.010518	0.416	nmd
ENST00000687756	MED12L	ENSG00000144893	2.16	0.0	-1.581483119788387	0.0568838077866091	0.0	0.0			84.29	12.0	-8.294251729692897	5.4635418951209147e-17			nmd
ENST00000651296	DSCAML1	ENSG00000177103	3.22	0.0	-1.8758639251246776	0.0303369836857909	0.0	0.0			57.1	12.0	-6.318102071266122	1.3239755330713803e-10			nmd
ENST00000393609	ARAP1	ENSG00000186635	0.06	0.0	-0.262866599846822	0.3963267003328166	0.0	0.0			45.55	12.0	-5.251352658439821	7.549314240892576e-08	0.12294	0.353	nmd
ENST00000617928	CYFIP1	ENSG00000273749	2.01	1.0	-0.740617373160874	0.229462735554665	0.0	0.0			44.29	12.0	-5.120718393209692	1.5218694464326085e-07			nmd
ENST00000334444	ABCC5	ENSG00000114770	1.04	0.0	-1.0753122189712032	0.1411174837161694	0.0	0.0			41.02	12.0	-4.753075793436056	1.0017259993423456e-06	0.0041518	0.387	nmd
ENST00000514213	USO1	ENSG00000138768	1.41	0.0	-1.232669335093482	0.1088495785305606	0.0	0.0			38.56	12.0	-4.485961986101162	3.629284159312113e-06	0.24978	0.377	nmd
ENST00000628224	DCTN1	ENSG00000204843	2.18	0.0	-1.557913194325245	0.0596269135113162	0.0	0.0			37.87	12.0	-4.408537693656699	5.203545471270781e-06			nmd
ENST00000286657	ADAMTS3	ENSG00000156140	5.73	5.0	-0.3147414107512559	0.3764789998683323	0.0	0.0			36.25	12.0	-4.227408731598116	1.1819900695051056e-05	1.0278e-10	0.604	nmd
ENST00000392650	SDK2	ENSG00000069188	5.65	4.0	-0.7385653910207863	0.2300854731181832	0.0	0.0			66.26	13.0	-6.944850963169423	1.894300379847261e-12	0.0041393	0.351	nmd
ENST00000685551	PLCG1	ENSG00000124181	0.45	0.0	-0.7014110895116702	0.2415232516603324	0.0	0.0			45.44	13.0	-5.075220057277881	1.935239015252574e-07			nmd
ENST00000383710	CADPS	ENSG00000163618	2.6	0.0	-1.6803649238606944	0.0464431681232025	0.0	0.0			44.4	13.0	-4.951874003646077	3.675109539079292e-07	1.4707e-05	0.435	nmd
ENST00000682447	CNTNAP5	ENSG00000155052	2.59	5.0	1.56284669158331	0.9409556705796528	0.0	0.0			42.09	13.0	-4.72054383570705	1.1760745447232957e-06			nmd
ENST00000288235	MYO1E	ENSG00000157483	1.51	0.0	-1.3126654740836898	0.0946478482483145	0.0	0.0			38.28	13.0	-4.288027744375524	9.01332906922721e-06	6.769e-05	0.442	nmd
ENST00000396625	COL4A4	ENSG00000081052	5.26	2.0	-1.5074337415269734	0.0658497577433275	0.0	0.0			38.19	13.0	-4.238322607691999	1.1259800823286668e-05	6.7123e-16	0.616	nmd
ENST00000683635	MMS22L	ENSG00000146263	2.44	0.0	-1.6569251417473316	0.0487673052932865	1.25	1.0	-0.2303154957832371	0.4089233101770036	47.37	14.0	-5.078282571701652	1.9043098026169398e-07			nmd
ENST00000414202	RIC1	ENSG00000107036	4.35	3.0	-0.6836693948355609	0.2470919768061101	3.62	0.0	-2.008078679175645	0.0223174657605809	44.41	14.0	-4.798564191623893	7.990354608873555e-07	0.0011554	0.398	nmd
ENST00000590592	FHOD3	ENSG00000134775	0.96	1.0	0.0454127478663844	0.5181108399283956	4.63	1.0	-1.780372649147157	0.0375074974093056	44.27	14.0	-4.75976912806605	9.690726551399802e-07	9.0633e-05	0.426	nmd
ENST00000382496	SEMA5A	ENSG00000112902	1.75	1.0	-0.590005989800773	0.2775933168967314	0.0	0.0			40.72	14.0	-4.442716779246942	4.441503066661141e-06	1.5403e-05	0.483	nmd
ENST00000295550	COL6A3	ENSG00000163359	1.4	1.0	-0.3584113349618893	0.3600177551359699	17.91	14.0	-0.968810548392522	0.1663198613051739	64.29	16.0	-6.311608282310448	1.3807523976065578e-10	1.8131000000000002e-20	0.562	nmd
ENST00000328252	PAPPA	ENSG00000182752	1.65	0.0	-1.3458184217694895	0.0891805414405954	9.81	2.0	-2.644296743265565	0.0040930427493932	45.83	16.0	-4.656991612411259	1.6043175592813374e-06	0.1613	0.354	nmd
ENST00000498707	ADAMTS9	ENSG00000163638	0.28	0.0	-0.5499736051177517	0.2911687388167212	0.0	0.0			78.15	17.0	-7.264055306614402	1.8782714796213051e-13	1.0004e-06	0.39	nmd
ENST00000355867	SVIL	ENSG00000197321	1.47	0.0	-1.274457172654431	0.1012507207053166	11.08	4.0	-2.221050020689368	0.013173786815477	63.16	17.0	-6.0981808639007005	5.364116183259276e-10	0.00086302	0.358	nmd
ENST00000461742	KIF21B	ENSG00000116852	0.67	1.0	0.4225946842658101	0.6637044971774839	0.0	0.0			50.33	17.0	-4.95533650671545	3.6102607575282213e-07	1.271e-06	0.433	nmd
ENST00000264380	PIKFYVE	ENSG00000115020	1.86	2.0	0.1043481248518572	0.5415534558882045	8.9	2.0	-2.4237833786021605	0.0076798822309796	62.44	19.0	-5.7524131233274725	4.398924136560185e-09	1.1074e-06	0.389	nmd
ENST00000649015	ITPR1	ENSG00000150995	2.2	1.0	-0.8621675609556089	0.1942976588473802	0.0	0.0			83.78	20.0	-7.297421310662271	1.466675881270754e-13			nmd
ENST00000404816	LTBP1	ENSG00000049323	2.53	1.0	-1.000564169784464	0.1585187798680905	0.0	0.0			61.03	20.0	-5.516849649058477	1.7256522773447456e-08	3.7191e-09	0.474	nmd
ENST00000374736	ABCA1	ENSG00000165029	2.01	1.0	-0.7485344740140286	0.2270689195796426	0.0	0.0			69.64	22.0	-5.999967926532727	9.86782538419523e-10	1.4525e-13	0.486	nmd
ENST00000261637	UTP20	ENSG00000120800	1.93	1.0	-0.6909113911227599	0.2448106135804051	0.0	0.0			91.4	29.0	-6.807755664966456	4.956651932584313e-12	3.0008e-15	0.463	nmd
ENST00000634891	RYR3	ENSG00000198838	2.92	1.0	-1.1851724248460411	0.117974640128541	13.63	6.0	-2.160668594224769	0.0153604742832641	149.07	33.0	-9.97160172467736	1.0146472394276549e-23			nmd
ENST00000620676	VPS13D	ENSG00000048707	2.72	1.0	-1.098565752224821	0.1359787614440798	26.36	4.0	-4.54384002141837	2.761929341833147e-06	109.39	37.0	-7.247761507918232	2.11857916267934e-13			nmd
