enst	hgnc	ensg	mis_n_pos	mis_prop_exp	mis_n_exp	mis_prop_obs	mis_n_obs	mis_oe	mis_oe_diff	mis_z	mis_p	non_n_pos	non_prop_exp	non_n_exp	non_prop_obs	non_n_obs	non_oe	non_oe_diff	non_z	non_p	syn_n_pos	syn_prop_exp	syn_n_exp	syn_prop_obs	syn_n_obs	syn_oe	syn_oe_diff	syn_z	syn_p
ENST00000379561	FOXO1	ENSG00000150907	4208	0.1037627023228405	436.63	0.093393536121673	393.0	0.9000755788654009	-0.011126848242854	-2.205715817403064	0.0137019518576894	195	0.1079413080518868	21.05	0.0	0.0	0.0	-0.5965091769420979	-4.857518120700341	5.94331311088901e-07	1259	0.1325862472063393	166.93	0.1683876092136616	212.0	1.2699934104115498	0.4112794132701316	3.745846901698237	0.9999101068920062
ENST00000297338	RAD21	ENSG00000164754	4199	0.0958256754178103	402.37	0.0633484162895927	266.0	0.6610830827347963	-0.2460073805742796	-7.14965816461035	4.349713055073425e-13	260	0.0828864207935544	21.55	0.0	0.0	0.0	-0.5956743570670852	-4.847488698274941	6.251707657945524e-07	1155	0.1198564963927467	138.43	0.1108225108225108	128.0	0.9246550603192948	0.0809349347481953	-0.9452851852527157	0.1722566498615879
ENST00000323777	HSF5	ENSG00000176160	3788	0.1012269650851464	383.45	0.0784054910242872	297.0	0.7745468770374234	-0.1305632173189091	-4.656670966248168	1.6068171230528305e-06	201	0.1026061547412979	20.62	0.0	0.0	0.0	-0.5911585692423718	-4.7939465941796175	8.176591282886572e-07	1224	0.124903662149031	152.88	0.136437908496732	167.0	1.0923600209314497	0.2406451943146069	1.2205748372747018	0.8888764808218661
ENST00000317357	SOBP	ENSG00000112320	5509	0.1068924900829785	588.87	0.0958431657288074	528.0	0.8966325334963574	-0.0270383951953303	-2.65427942751338	0.0039738990796166	221	0.0938087523078856	20.73	0.0	0.0	0.0	-0.5902299563907596	-4.783082646249	8.631355283213824e-07	1740	0.1332236330176496	231.81	0.1505747126436781	262.0	1.1302359691126354	0.2500855063046993	2.129888947041853	0.9834096085602156
ENST00000373578	SRC	ENSG00000197122	3344	0.1022031101930373	341.77	0.0586124401913875	196.0	0.5734850923135443	-0.3260598172891097	-8.321575815965755	4.340073355881487e-17	195	0.1043271195550627	20.34	0.0	0.0	0.0	-0.5887490735913669	-4.765859135336187	9.402530588294908e-07	1079	0.1370807849364675	147.91	0.1408711770157553	152.0	1.0276519505104456	0.1773562065192608	0.3620107748503051	0.6413280106946064
ENST00000339562	NR4A2	ENSG00000153234	3858	0.1001149181151204	386.24	0.0795749092794193	307.0	0.7948425849212924	-0.1105530648401711	-4.250488185631594	1.0665254373112193e-05	197	0.1020952953309049	20.11	0.0	0.0	0.0	-0.5858790166336981	-4.732829446621906	1.1070576263183556e-06	1148	0.1307804885335869	150.14	0.1393728222996515	160.0	1.0656720394298655	0.2148038884515816	0.8634672534943193	0.8060596918040089
ENST00000400075	GABPA	ENSG00000154727	2957	0.0956023387014228	282.7	0.0500507270882651	148.0	0.5235231694375664	-0.3656186144445764	-8.423943311217549	1.820102262977584e-17	201	0.0998431263080915	20.07	0.0	0.0	0.0	-0.5849025382479118	-4.721695903095207	1.169431005422608e-06	874	0.1134411911570608	99.15	0.1235697940503432	108.0	1.0892586989409985	0.2745951148855978	0.944204567488682	0.8274674391849783
ENST00000358901	VCP	ENSG00000165280	5210	0.1001305581786803	521.68	0.0318618042226487	166.0	0.3182027296426928	-0.6003951602469191	-16.416016017783843	7.345051223737961e-61	245	0.0828700521170492	20.3	0.0	0.0	0.0	-0.5834360523174277	-4.705073483780153	1.2688726488551485e-06	1664	0.1214681283900588	202.12	0.1316105769230769	219.0	1.083514743716604	0.2127315553788666	1.2665126819820427	0.8973352040249991
ENST00000338222	UBQLN2	ENSG00000188021	4054	0.1017264075446217	412.4	0.0599407992106561	243.0	0.5892337536372454	-0.3192930866005956	-8.801312296474462	6.761273412902552e-19	158	0.1224693260955184	19.35	0.0	0.0	0.0	-0.5826148085330896	-4.6958158186008285	1.327723674865349e-06	1273	0.1211444654244999	154.22	0.1170463472113118	149.0	0.9661522500324212	0.1141110656733721	-0.448113624717693	0.327035597769867
ENST00000262160	SMAD2	ENSG00000175387	3008	0.0977225564801639	293.95	0.0448803191489361	135.0	0.459261779214152	-0.432150225522971	-9.760063722427487	8.352511280941204e-23	213	0.0936538646690358	19.95	0.0	0.0	0.0	-0.5822249679423532	-4.691433987538079	1.3564840383607617e-06	927	0.1153849516311703	106.96	0.1132686084142394	105.0	0.9816753926701572	0.1599177015723887	-0.2016852881740254	0.4200813822964008
ENST00000302127	KCND3	ENSG00000171385	4170	0.1023505395440989	426.8	0.0515587529976019	215.0	0.5037488284910965	-0.4063659314952491	-10.820891965953647	1.37048347931859e-27	182	0.1075929115846792	19.58	0.0	0.0	0.0	-0.5815899836788904	-4.684314208758988	1.404494128655642e-06	1300	0.1313176426696991	170.71	0.1261538461538461	164.0	0.9606935738972526	0.100505872709952	-0.5512501957928319	0.2907310873063282
ENST00000338343	FBXL19	ENSG00000099364	4069	0.1063255755257115	432.64	0.0656180879823052	267.0	0.6171412721893491	-0.2937797879788538	-8.42383027169386	1.821860050613112e-17	184	0.1063004094069711	19.56	0.0	0.0	0.0	-0.5810448914123069	-4.678219561869375	1.446882980288116e-06	1531	0.1299179642752955	198.9	0.1384715871979098	212.0	1.0658622423328306	0.195492383284333	0.995458116175558	0.8402432473856575
ENST00000392745	TRAF3	ENSG00000131323	3718	0.0965017189480488	358.79	0.0516406670252824	192.0	0.5351319713481424	-0.3665145921416107	-9.263880743794358	9.856697682218167e-21	219	0.0907705638476619	19.88	0.0	0.0	0.0	-0.5808299342544612	-4.675820495564368	1.4639031395137387e-06	1022	0.134683933391511	137.65	0.1272015655577299	130.0	0.944424264438794	0.0998246640347387	-0.7006791958097899	0.2417516210839691
ENST00000372037	BMPR1A	ENSG00000107779	3444	0.0983322399121922	338.66	0.0688153310104529	237.0	0.69981692553003	-0.1990503227119342	-5.817430581075233	2.9879533166845924e-09	232	0.0856092610202379	19.86	0.0	0.0	0.0	-0.579457750070228	-4.660563795593323	1.576721992672428e-06	1029	0.1217686524716713	125.3	0.1243926141885325	128.0	1.0215482841181165	0.1856363972291491	0.2573907672568915	0.6015614352416452
ENST00000249636	PIAS1	ENSG00000033800	4217	0.0976530927658479	411.8	0.0635522883566516	268.0	0.6508013598834386	-0.2574520237391089	-7.459962700271779	4.3273488608925076e-14	231	0.0849392517562618	19.62	0.0	0.0	0.0	-0.5767345214796866	-4.630578405287998	1.8232283460180171e-06	1322	0.1173368191724605	155.12	0.1225416036308623	162.0	1.0443527591542032	0.1921998261687145	0.5880358660086175	0.7217458903914333
ENST00000290341	IGF2BP1	ENSG00000159217	3712	0.1008945910880296	374.52	0.0552262931034482	205.0	0.5473672968065791	-0.3566008145497603	-9.238034131515963	1.255337138875064e-20	199	0.0972564979238059	19.35	0.0	0.0	0.0	-0.5767037463767455	-4.6302417462085	1.8261953090819784e-06	1140	0.1264121461140913	144.11	0.1298245614035087	148.0	1.0269932690306016	0.1795932771303863	0.3467101924369208	0.6355954738964821
ENST00000368655	GATAD2B	ENSG00000143614	3810	0.0997411374574883	380.01	0.0627296587926509	239.0	0.6289308176100629	-0.2756727468799739	-7.62391530375973	1.2304743465635423e-14	201	0.0960453237573242	19.31	0.0	0.0	0.0	-0.5758833935448061	-4.621285643402685	1.9068462517921237e-06	1235	0.12063955701521	148.99	0.1271255060728744	157.0	1.0537619974494932	0.2043371140198595	0.6998076447482124	0.7579762800493938
ENST00000322723	NCL	ENSG00000115053	4662	0.0960661919340008	447.86	0.09009009009009	420.0	0.9377930603313536	0.0258462278780077	-1.3846835153736703	0.0830746309225993	294	0.0670465412602584	19.71	0.0	0.0	0.0	-0.573600952397454	-4.596548692029376	2.147733135820065e-06	1338	0.1176067928523407	157.36	0.1517189835575486	203.0	1.290035587188612	0.4368047810797766	3.873382500680172	0.9999463324165226
ENST00000478722	GPHN	ENSG00000171723	4958	0.1021025338300951	506.22	0.0611133521581282	303.0	0.5985539883844968	-0.3189011691832281	-9.5321501826173	7.702935436266413e-22	228	0.0844417877558231	19.25	0.0	0.0	0.0	-0.5725897440846931	-4.5856737348118966	2.262623982452439e-06	1638	0.1116070959889472	182.81	0.1062271062271062	174.0	0.9518078879711176	0.0884384260948908	-0.6914964477184624	0.2446268061533276
ENST00000406870	BCL6	ENSG00000113916	4592	0.101128898074995	464.38	0.070993031358885	326.0	0.7020112838623541	-0.2117587485264274	-6.773268305083541	6.295257064308405e-12	222	0.0862581693396089	19.15	0.0	0.0	0.0	-0.5718625294147675	-4.577884719739496	2.3485070366746013e-06	1393	0.1317136684110934	183.48	0.1234745154343144	172.0	0.9374318726836712	0.0722625115184678	-0.9093084348071986	0.1815936697419738
ENST00000367182	MDM4	ENSG00000198625	3223	0.0949696336094706	306.09	0.0788085634502016	254.0	0.8298212943905388	-0.0636032660188046	-3.1295097685281403	0.000875491252815	227	0.0840961852915539	19.09	0.0	0.0	0.0	-0.5706890672361283	-4.565371703725206	2.493050316450204e-06	915	0.1186308757298953	108.55	0.1136612021857923	104.0	0.9580838323353292	0.1346947682599598	-0.4649011534243776	0.3210011222454358
ENST00000487099	NR6A1	ENSG00000148200	3096	0.0986041420686252	305.28	0.0788113695090439	244.0	0.799266247379455	-0.094231740060738	-3.694041343783622	0.0001103589458675	189	0.0972664041445775	18.38	0.0	0.0	0.0	-0.5656742670134877	-4.512659130424858	3.2009934103904444e-06	920	0.1327518270155213	122.13	0.158695652173913	146.0	1.1954474740031116	0.3606077579033134	2.3191880913390333	0.9898075800516306
ENST00000376896	RORB	ENSG00000198963	3009	0.0959999721533615	288.86	0.0498504486540378	150.0	0.5192826975005193	-0.3710731018946094	-8.59327162507396	4.2263700419316735e-18	197	0.093553229263855	18.43	0.0	0.0	0.0	-0.5653329301904959	-4.509115414238814	3.2549244455309846e-06	852	0.126730554121595	107.97	0.1373239436619718	117.0	1.0836343428730202	0.259897587123662	0.9294797667344564	0.8236797469035382
ENST00000282441	YAP1	ENSG00000137693	3245	0.1015354230912878	329.48	0.0961479198767334	312.0	0.9469467038970498	0.0492954269591623	-1.0160980592497073	0.1547913465772408	147	0.1211436770920273	17.81	0.0	0.0	0.0	-0.5645904116771269	-4.5014258691213405	3.3749553707177664e-06	1027	0.1218395933067811	125.13	0.1441090555014605	148.0	1.1827699192839447	0.3469632735484627	2.181794307399588	0.9854376415471792
ENST00000457928	TBL1XR1	ENSG00000177565	3408	0.0982319953303546	334.77	0.0372652582159624	127.0	0.3793649371210085	-0.5189120473340543	-11.95828367846419	2.9381974768835824e-33	185	0.0981092183393726	18.15	0.0	0.0	0.0	-0.5630977382088508	-4.486046779673044	3.6278408785538825e-06	998	0.1181278501801487	117.89	0.12625250501002	126.0	1.0687929425735856	0.2383084695105326	0.795227199718166	0.7867593237678385
ENST00000327111	NR2F1	ENSG00000175745	2627	0.1050736680830173	276.03	0.0536733917015607	141.0	0.5108140419519618	-0.3775858150157702	-8.59122118797071	4.302489942385295e-18	135	0.1291196120652483	17.43	0.0	0.0	0.0	-0.5619089753426233	-4.473873862339242	3.840753343217756e-06	800	0.1417913995380587	113.43	0.16875	135.0	1.1901613329806928	0.36064178340763	2.185853040198367	0.985586820590871
ENST00000377390	SF1	ENSG00000168066	4089	0.1077988255226983	440.79	0.0714111029591587	292.0	0.6624469702125728	-0.24937428418112	-7.502828512580476	3.122761903870362e-14	167	0.1070096673447815	17.87	0.0	0.0	0.0	-0.5618712756206338	-4.473488898305977	3.847677762751339e-06	1344	0.1191921733269711	160.19	0.1607142857142857	216.0	1.348398776452962	0.4937320881292937	4.698017412682932	0.9999986865047984
ENST00000325144	ZBTB2	ENSG00000181472	3343	0.0979420821845108	327.42	0.0601256356565958	201.0	0.6138904159794759	-0.2832339682180796	-7.356089895698869	9.468775325756593e-14	187	0.096619703622132	18.07	0.0	0.0	0.0	-0.5617421092406591	-4.472170440888474	3.871483656937428e-06	993	0.1273139643508229	126.42	0.1309164149043303	130.0	1.0283183040658124	0.1911595660082267	0.3405693956166098	0.6332861138820256
ENST00000633077	CELF2	ENSG00000048740	3369	0.099952955171173	336.74	0.0492727812407242	166.0	0.4929619290847538	-0.4057093941598243	-9.807496856561048	5.2264648477453e-23	163	0.1092534849944189	17.81	0.0	0.0	0.0	-0.5616573738423785	-4.47130593189283	3.887169488304572e-06	1042	0.1202595016631999	125.31	0.118042226487524	123.0	0.981565717021786	0.1457879012217262	-0.2200475116444308	0.4129170762355548
ENST00000263707	TFCP2L1	ENSG00000115112	3073	0.0980861891851543	301.42	0.0712658639765701	219.0	0.7265609448609913	-0.1662265611793165	-4.998720684468934	2.885596508066639e-07	168	0.1059629417870473	17.8	0.0	0.0	0.0	-0.5607677630523767	-4.462249852516569	4.055179018294732e-06	934	0.1377452994515225	128.65	0.1434689507494646	134.0	1.0415856976292266	0.2020409893501205	0.5075635502011676	0.6941202708953498
ENST00000262056	EIF4B	ENSG00000063046	3893	0.0984661639978841	383.33	0.0780888774723863	304.0	0.7930503743510814	-0.111899346835848	-4.267308382296662	9.892279073478835e-06	224	0.0815814037138149	18.27	0.0	0.0	0.0	-0.5606113549418921	-4.460661436257312	4.085354153123771e-06	1248	0.1220802792694131	152.36	0.1217948717948717	152.0	0.9976371751115778	0.1464174797587634	-0.0307979972557361	0.4877153188111033
ENST00000397149	SMU1	ENSG00000122692	3386	0.0965179342832694	326.81	0.0375073833431777	127.0	0.3886049998470059	-0.5083420633020178	-11.62811635907878	1.4828480501473474e-31	195	0.0918218134987436	17.91	0.0	0.0	0.0	-0.5585887622078828	-4.44022221623433	4.493301753546198e-06	985	0.1204124729289114	118.61	0.1208121827411167	119.0	1.003288087007841	0.1720730563100183	0.0385467401227661	0.5153741170373952
ENST00000296328	UBXN7	ENSG00000163960	3182	0.0963444214808137	306.57	0.0553111250785669	176.0	0.5740940078937926	-0.3194950756077978	-7.844616938943858	2.17138527432542e-15	199	0.0894631420291936	17.8	0.0	0.0	0.0	-0.5567505099980119	-4.42180764727166	4.893928731534712e-06	949	0.1186419751906959	112.59	0.1222339304531085	116.0	1.0302868816058264	0.2036960207202108	0.3421910602371286	0.6338964437536614
ENST00000369915	TKTL1	ENSG00000007350	3848	0.102559140061065	394.65	0.0862785862785862	332.0	0.8412517420499177	-0.0652838426604514	-3.3288681982895745	0.0004359982977246	181	0.0968530555179799	17.53	0.0	0.0	0.0	-0.5551318141467207	-4.405718473171431	5.271691274647067e-06	1200	0.1227103087449818	147.25	0.1316666666666666	158.0	1.0730050933786075	0.2242875111288657	0.9456055803138884	0.8278251015258162
ENST00000382361	FSCN1	ENSG00000075618	3058	0.1056320493265367	323.02	0.0840418574231523	257.0	0.7956163705033744	-0.1012525385665698	-3.8843582390006985	5.130026752849549e-05	143	0.1179230006717871	16.86	0.0	0.0	0.0	-0.5517357954849401	-4.372341054223542	6.146065155471988e-06	917	0.1422959925154169	130.49	0.1624863685932388	149.0	1.1418499501877537	0.300754308252657	1.7501046633995716	0.9599498723867324
ENST00000314103	CHAF1B	ENSG00000159259	3589	0.0999899149706557	358.86	0.0721649484536082	259.0	0.7217299225324639	-0.1801163153407614	-5.5567338003305125	1.3743473280818944e-08	191	0.0907973642171327	17.34	0.0	0.0	0.0	-0.5512286434259775	-4.367399914964868	6.2867190650353335e-06	1142	0.118751616926879	135.61	0.1234676007005254	141.0	1.0397463313914903	0.1977417303118872	0.4926476570148411	0.688869215893927
ENST00000361799	RNF220	ENSG00000187147	3627	0.1002117619195117	363.47	0.0714088778604907	259.0	0.7125760035216111	-0.1899059213850927	-5.776705787805246	3.8088659040246694e-09	184	0.0929044356084502	17.09	0.0	0.0	0.0	-0.5485106852270761	-4.3411082397948135	7.088293066728235e-06	1154	0.1293706810281451	149.29	0.1412478336221837	163.0	1.0918346841717463	0.2415078340609574	1.2022109085500363	0.8853590880193618
ENST00000581208	VEZF1	ENSG00000136451	3406	0.0999683046050485	340.49	0.0584263065179095	199.0	0.5844518194366941	-0.3147799789971799	-8.082573040245533	3.1707166899126674e-16	176	0.096640253302684	17.01	0.0	0.0	0.0	-0.5483072762256836	-4.339153325656248	7.151635378168358e-06	1048	0.1208760939897898	126.68	0.1240458015267175	130.0	1.02620776760341	0.1894837426097882	0.3147781509933404	0.6235349489845721
ENST00000388901	COPS2	ENSG00000166200	2954	0.0920588948483324	271.94	0.0375761679079214	111.0	0.4081782746194013	-0.4785715700849374	-10.242414902475048	6.400043281915567e-25	218	0.0795009139990439	17.33	0.0	0.0	0.0	-0.5483048117471347	-4.339129650951337	7.152405774248383e-06	776	0.1254537872216388	97.35	0.1159793814432989	90.0	0.9244992295839752	0.1102654409425171	-0.7968004521537759	0.2127834662367019
ENST00000394166	NR2F2	ENSG00000185551	2598	0.1042808934398999	270.92	0.0542725173210161	141.0	0.520448840986269	-0.3668542343140536	-8.340153326590674	3.7097134229946506e-17	136	0.1215173620695158	16.53	0.0	0.0	0.0	-0.5481169393961411	-4.337325638896314	7.211343299900517e-06	775	0.1396879010555787	108.26	0.1535483870967741	119.0	1.0992056161093662	0.2739269188652495	1.113068519400351	0.8671604986130435
ENST00000368361	CLK2	ENSG00000176444	3168	0.099518228272323	315.27	0.0694444444444444	220.0	0.6978145716370096	-0.1974384147941515	-5.654469675809168	7.816409680243125e-09	189	0.0899736259746464	17.01	0.0	0.0	0.0	-0.5465947266294776	-4.322763981040806	7.70432729356497e-06	973	0.1347812773872421	131.14	0.1366906474820144	133.0	1.0141833155406437	0.173382134366211	0.1744089622432251	0.5692279642925471
ENST00000621592	MYC	ENSG00000136997	2890	0.099072444787207	286.32	0.0854671280276816	247.0	0.862671137189159	-0.0273858422159463	-2.448139739916109	0.0071797975747817	158	0.1055296320891417	16.67	0.0	0.0	0.0	-0.5460423758384763	-4.317504278422857	7.890167541834587e-06	856	0.1339826069882714	114.69	0.1436915887850467	123.0	1.072456186241172	0.2427701686070732	0.8339174275781515	0.7978362420629836
ENST00000371126	DCAF12L1	ENSG00000198889	2881	0.1035164749105236	298.23	0.0475529330093717	137.0	0.4593769909130537	-0.4331639877210743	-9.860545206326774	3.0856685309654993e-23	134	0.1218155432611488	16.32	0.0	0.0	0.0	-0.5453918558338297	-4.311326160104248	8.11391644198513e-06	955	0.1378497262674919	131.65	0.1308900523560209	125.0	0.94948727687049	0.1080988733306731	-0.6238729247070297	0.266355521390235
ENST00000310078	AGFG1	ENSG00000173744	3647	0.0978473876834058	356.85	0.0743076501233891	271.0	0.7594227266358413	-0.1420297765855541	-4.784701788561565	8.562069224923059e-07	168	0.0986926764480117	16.58	0.0	0.0	0.0	-0.5430302661173446	-4.289045508303511	8.972130333442923e-06	1174	0.1116106837794598	131.03	0.1124361158432708	132.0	1.007402884835534	0.1687877566758828	0.0898174737016581	0.5357838688465105
ENST00000274026	CCNA2	ENSG00000145386	2772	0.097677050967573	270.76	0.0689033189033189	191.0	0.7054217757423549	-0.1814330045642366	-5.102882133864642	1.6725968103250006e-07	190	0.0881809455993302	16.75	0.0	0.0	0.0	-0.5427662849700965	-4.286569253564057	9.072682597387665e-06	852	0.121621487043668	103.62	0.1220657276995305	104.0	1.0036672457054625	0.1841201976152394	0.039672730558482	0.5158229787914831
ENST00000534624	HSPA8	ENSG00000109971	4220	0.0981440586783786	414.17	0.0511848341232227	216.0	0.5215249776661757	-0.3870156021261351	-10.253604215957678	5.7005609150054805e-25	211	0.0795195844665784	16.78	0.0	0.0	0.0	-0.5409319280579018	-4.269440861457388	9.798179872143998e-06	1306	0.1148866523292027	150.04	0.2082695252679939	272.0	1.812849906691549	0.963386179929944	10.582897431651132	1.0
ENST00000443272	NFIC	ENSG00000141905	3149	0.1039230928287601	327.25	0.0800254048904414	252.0	0.7700534759358288	-0.1273864391530113	-4.39454121372111	5.550347147252863e-06	149	0.1082385087097503	16.13	0.0	0.0	0.0	-0.539119414431567	-4.252650352200684	1.056276434706386e-05	1033	0.1362209087043223	140.72	0.1374636979670861	142.0	1.0090960773166573	0.1626558241232459	0.1164459593090221	0.5463504435744756
